Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
13206,"Sesame Street: Ready, Set, Grover!",Misc,EC,DS,Warner Bros. Interactive,Warner Bros. Interactive Entertainment,,,,0.08,0.08,,,0.01,2011.0
13207,Gundam the 3D Battle,Action,,3DS,Namco Bandai,Namco Bandai Games,,,,0.08,,,0.08,,2011.0
13208,Pretty Rhythm Rainbow Live: Kira Kira My * Design,Simulation,,3DS,Takara Tomy,Takara Tomy ARTS,,,,0.08,,,0.08,,2013.0
13209,Midnight Play! Pack,Misc,T,DS,Ubisoft,Gameloft,,,,0.08,0.08,0.0,,0.01,2008.0
13210,NHL 2K7,Sports,E10,X360,2K Sports,2K Sports,8.0,,,0.08,0.07,0.0,,0.01,2006.0
13211,PAC-MAN and the Ghostly Adventures,Platform,E10,PS3,Namco Bandai Games,Monkey Bar Games,,,,0.08,0.03,0.04,,0.01,2013.0
13212,Playmobil Pirates,Action,E,DS,DreamCatcher Interactive,Morgen Studios,,,,0.08,0.07,0.0,,0.01,2009.0
13213,Miami Nights: Singles in the City,Simulation,T,DS,Ubisoft,Gameloft,,,,0.08,0.08,0.0,,0.01,2008.0
13214,Death Jr. and the Science Fair of Doom,Platform,E10,DS,Konami,Foundation 9 Entertainment,,,,0.08,0.08,,,0.01,2007.0
13215,Godzilla Generations,Action,,DC,Sega,General Entertainment,3.2,,,0.08,,,0.08,0.0,1998.0
13216,Strider 2,Platform,E,PS,Capcom,Capcom,,,,0.08,0.05,0.03,,0.01,2000.0
13217,Forbidden Siren 2,Action,,PS2,Sony Computer Entertainment,SCE Japan Studio,,,,0.08,,,0.08,,2006.0
13218,Board Game Classics,Misc,E,GBA,"Destination Software, Inc",DSI Games,,,,0.08,0.06,0.02,,0.0,2005.0
13219,Build 'n Race,Racing,E,Wii,Zoo Games,Icon Games,,,,0.08,0.08,,,0.01,2009.0
13220,Ben 10 (2017),Action,E10,NS,Outright Games,Torus Games,,,,0.08,0.04,0.03,,0.01,2017.0
13221,BlazBlue: Chrono Phantasma,Fighting,,PSV,Arc System Works,Arc System Works,,,,0.08,0.04,,0.03,0.01,2014.0
13222,Petz: Dogz Family,Simulation,E,PSP,Ubisoft,Ubisoft,,,,0.08,0.05,0.02,,0.01,2009.0
13223,Shin Megami Tensei: Digital Devil Saga 2,Role-Playing,M,PS2,Atlus,Atlus Co.,8.1,,,0.08,0.04,0.03,,0.01,2005.0
13224,The Legend of Heroes: Trails in the Sky First Chapter,Role-Playing,,PSV,Kadokawa Shoten,Nihon Falcom Corporation,,,,0.08,,,0.08,,2015.0
13225,Adventure Time: The Secret of the Nameless Kingdom,Adventure,E10,3DS,Little Orbit,WayForward Technologies,,,,0.08,0.0,0.08,,0.0,2014.0
13226,Zatch Bell! Mamodo Battles,Fighting,T,PS2,Bandai,Eighting,,,,0.08,0.04,0.03,,0.01,2005.0
13227,Spintires: MudRunner - American Wilds,Racing,E,PS4,Focus Home Interactive,Saber Interactive,,,,0.08,0.07,,,0.02,2018.0
13228,The Sims 2: Apartment Life,Simulation,T,PC,Electronic Arts,Maxis,,,,0.08,,0.08,,0.01,2008.0
13229,ShellShock 2: Blood Trails,Shooter,M,PS3,Eidos Interactive,Rebellion Developments,,,,0.08,0.04,0.03,,0.01,2009.0
13230,Naruto Shippuden: Shinobi Rumble!!,Fighting,T,DS,Takara Tomy,Takara Tomy,,,,0.08,0.03,,0.05,0.0,2011.0
13231,Dream Day: Wedding Destinations,Simulation,E,DS,THQ,THQ,,,,0.08,0.08,,,0.01,2009.0
13232,Me & My Katamari (JP sales),Puzzle,E,PSP,Namco,Namco,,,,0.08,,,0.08,,2006.0
13233,Star Wars: Empire at War,Strategy,T,PC,LucasArts,Petroglyph Games,,,,0.08,0.01,0.07,,0.01,2006.0
13234,RollerCoaster Tycoon 3: Platinum,Strategy,E,PC,Atari,Frontier Developments,,,,0.08,0.01,0.06,,0.01,2006.0
13235,The Hidden,Adventure,E10,3DS,Majesco,1st Playable Productions,,,,0.08,0.08,,,0.01,2011.0
13236,Iron Man / X-O Manowar in Heavy Metal,Platform,T,PS,Acclaim Entertainment,"Realtime Associates, Inc.",,,,0.08,0.05,0.03,,0.01,1996.0
13237,Derby Stallion 98,Sports,,SNES,ASCII Entertainment,ASCII Entertainment,,,,0.08,,,0.08,,1998.0
13238,Pimp My Ride: Street Racing,Racing,E,PS2,Activision,Virtuos,,,,0.08,0.04,0.03,,0.01,2009.0
13239,Pretty Rhythm: My Deco Rainbow Wedding,Simulation,,3DS,Takara Tomy,Takara Tomy ARTS,,,,0.08,,,0.08,,2013.0
13240,Robotron X,Shooter,T,PS,Midway Games,Player 1,,,,0.08,0.05,0.03,,0.01,1996.0
13241,The Spiderwick Chronicles,Adventure,E10,DS,Sierra Entertainment,Stormfront Studios,,,,0.08,0.07,0.0,,0.01,2008.0
13242,Touch Mechanic,Simulation,E,DS,Aspyr,Kando Games,,,,0.08,0.08,,,0.01,2009.0
13243,Sushi Academy,Action,E,DS,City Interactive,DTP Entertainment,,,,0.08,0.08,,,0.01,2009.0
13244,J-League Winning Eleven 2009: Club Championship,Sports,,PS2,Konami,Konami,,,,0.08,,,0.08,,2009.0
13245,Grand Prix Challenge,Racing,E,PS2,Atari,Atari,,,,0.08,0.04,0.03,,0.01,2003.0
13246,Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,Adventure,,DS,Namco Bandai,Bandai Namco Games,,,,0.08,,,0.08,,2009.0
13247,FIFA Soccer 2005,Sports,E,GBA,EA Sports,EA Canada,8.1,,,0.08,0.06,0.02,,0.0,2004.0
13248,Puzzler Mind Gym 3D,Puzzle,E,3DS,Ubisoft,Ubisoft,,,,0.08,0.07,,,0.01,2011.0
13249,Kenka Banchou 6: Soul & Blood,Fighting,,3DS,Spike Chunsoft,Spike Chunsoft,,,,0.08,,,0.08,,2015.0
13250,PoPoLoCrois (JP sales),Role-Playing,E,PSP,Agetec,G-Artists,,,,0.08,,,0.08,,2005.0
13251,Supremacy MMA,Fighting,M,X360,505 Games,Kung Fu Factory,5.0,,,0.08,0.05,0.02,,0.01,2011.0
13252,DaGeDar,Action,E,DS,GameMill,GameMill Entertainment,,,,0.08,0.08,,,0.01,2011.0
13253,DanceDanceRevolution,Simulation,E10,X360,Konami,Konami,,,,0.08,0.08,,,0.01,2011.0
13254,Ken to Mahou to Gakuen Mono. 2,Role-Playing,,PSP,Acquire,ZeroDiv,,,,0.08,,,0.08,,2009.0
13255,Bulletstorm: Full Clip Edition,Shooter,M,XOne,Gearbox Software,People Can Fly,,,,0.08,0.06,0.01,,0.01,2017.0
13256,Kaijuu Busters Powered,Action,,DS,Namco Bandai,Bandai Namco Games,,,,0.08,,,0.08,,2011.0
13257,NHL 06,Sports,E10,GC,EA Sports,EA Canada,,,,0.08,0.06,0.02,,0.0,2005.0
13258,Jimmie Johnson's Anything With an Engine,Racing,E10,Wii,Konami,Isopod Labs,,,,0.08,0.08,,,0.01,2011.0
13259,Sports Collection,Sports,E,DS,Ubisoft,Ubisoft Pune,,,,0.08,0.06,0.01,,0.01,2010.0
13260,Tornado Outbreak,Action,E10,X360,Konami,Loose Cannon Studios,,,,0.08,0.07,,,0.01,2009.0
13261,Initial D: Extreme Stage,Racing,,PS3,Sega,Sega,,,,0.08,,,0.08,,2008.0
13262,Pinobee: Wings of Adventure,Platform,E,GBA,Activision,Artoon,,,,0.08,0.06,0.02,,0.0,2001.0
13263,State of Emergency 2,Shooter,M,PS2,SouthPeak Interactive,DC Studios,,,,0.08,0.04,0.03,,0.01,2006.0
13264,Little League World Series Baseball 2010,Sports,E,PS3,Activision,Now Production,,,,0.08,0.07,,,0.01,2010.0
13265,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,Role-Playing,,DS,Banpresto,Banpresto,,,,0.08,,,0.08,,2007.0
13266,Mirror's Edge Catalyst,Platform,,PC,Electronic Arts,EA DICE,,,,0.08,0.01,0.06,,0.01,2016.0
13267,NBA 10 The Inside,Sports,E,PSP,Sony Computer Entertainment,SCEA San Diego Studios,6.5,,,0.08,0.07,,,0.01,2009.0
13268,One Piece: Romance Dawn,Misc,T,3DS,Namco Bandai Games,Three Rings,,,,0.08,,,0.08,,2014.0
13269,Prey the Stars,Action,E,DS,KOEI,Koei Canada,,,,0.08,0.07,,,0.01,2008.0
13270,Kamen Rider: Super Climax Heroes,Fighting,,Wii,Namco Bandai Games,Eighting,,,,0.08,,,0.08,,2012.0
13271,Fatal Frame III: The Tormented,Action,M,PS2,Tecmo,Tecmo,7.7,,,0.08,0.04,0.03,,0.01,2005.0
13272,The Sexy Brutale,Adventure,T,PS4,Badland Games,Tequila Works,,,,0.08,0.05,0.02,,0.01,2017.0
13273,Zero: Tsukihami no Kamen,Action,,Wii,Unknown,Grasshopper Manufacture,7.5,,,0.08,,,0.08,,2017.0
13274,Tokyo Twilight Ghost Hunters,Visual Novel,T,PSV,Aksys Games,Toybox Games,,,,0.08,0.04,0.01,0.02,0.01,2015.0
13275,Legend of Kay Anniversary,Action,E10,PS4,Nordic Games,Neon Studios,,,,0.08,0.03,0.03,,0.01,2015.0
13276,Ninjabread Man,Action,E,Wii,Conspiracy Entertainment,Data Design Interactive,,,,0.08,0.07,0.0,,0.01,2007.0
13277,Seven Samurai 20XX,Action,T,PS2,Sammy Corporation,Dimps Corporation,,,,0.08,0.04,0.03,,0.01,2004.0
13278,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",Misc,,DS,D3 Publisher,Bisty,,,,0.08,,,0.08,,2008.0
13279,Jikkyou Powerful Pro Yakyuu 15,Sports,,Wii,Konami,PawaPuro Production,,,,0.08,,,0.08,,2008.0
13280,SafeCracker: The Ultimate Puzzle Adventure,Puzzle,E,Wii,The Adventure Company,Kheops Studio,,,,0.08,0.07,0.01,,0.01,2008.0
13281,Puella Magi Madoka Magica: The Battle Pentagram,Action,,PSV,Namco Bandai Games,ArtDink,,,,0.08,,,0.08,,2013.0
13282,Kobitodzukan: Kobito no Fushigi - Jikken Set,Simulation,,3DS,Nippon Columbia,Racjin,,,,0.08,,,0.08,,2013.0
13283,Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,T,GC,Ubisoft,Ubisoft,6.7,,,0.08,0.06,0.02,,0.0,2004.0
13284,Slayers Royal,Role-Playing,,PS,Kadokawa Shoten,ESP Software,,,,0.08,,,0.08,0.01,1998.0
13285,Swingerz Golf,Sports,E,GC,Eidos Interactive,Telenet,,,,0.08,0.06,0.02,,0.0,2002.0
13286,Pro Evolution Soccer 2008 (JP sales),Sports,E,DS,Konami,Konami,,,,0.08,,,0.08,,2008.0
13287,Pony Friends 2,Simulation,E,Wii,Square Enix,Tantalus Interactive,,,,0.08,0.03,0.04,,0.01,2010.0
13288,Wildlife Park 3,Simulation,,PC,bitComposer Games,B.Alive,,,,0.08,,0.07,,0.01,2011.0
13289,Diva Girls: Divas on Ice,Sports,E,Wii,505 Games,505 Games,,,,0.08,0.07,0.0,,0.01,2009.0
13290,Man vs. Wild,Adventure,T,PS3,Crave Entertainment,Scientifically Proven,,,,0.08,0.07,,,0.01,2011.0
13291,The King of Fighters 2006,Fighting,T,PS2,SNK Playmore,SNK Playmore Corporation,,,,0.08,0.01,0.01,0.05,0.0,2006.0
13292,My English Coach: Para Hispanoparlantes,Misc,E,DS,Ubisoft,Ubisoft,,,,0.08,0.07,,,0.01,2009.0
13293,Nobunaga's Ambition: Rise to Power,Strategy,T,PS2,KOEI,Koei,,,,0.08,,,0.08,,2008.0
13294,Cartoon Network: Punch Time Explosion XL,Fighting,E10,Wii,Crave Entertainment,Papaya Studios,,,,0.08,0.07,0.01,,0.01,2011.0
13295,FIFA Soccer 2003,Sports,E,GC,EA Sports,EA Canada,,,,0.08,0.06,0.02,,0.0,2002.0
13296,Happy Feet Two,Adventure,E,Wii,Warner Bros. Interactive,KMM Games,,,,0.08,0.06,0.01,,0.01,2011.0
13297,Qubed,Puzzle,E,X360,Atari,Various,,,,0.08,0.07,,,0.01,2009.0
13298,Backyard NBA Basketball,Sports,E,DS,Atari,Mistic Software,,,,0.08,0.07,,,0.01,2007.0
13299,Hasbro Family Fun Pack Conquest Edition,Misc,,PS4,Ubisoft,Ubisoft,,,,0.08,0.07,,,0.02,2016.0
13300,Loading Human,Adventure,T,PS4,Maximum Games,Untold Games,,,,0.08,0.05,0.02,,0.01,2016.0
13301,Outlaw Golf,Sports,T,GC,Simon & Schuster Interactive,Hypnotix,,,,0.08,0.06,0.02,,0.0,2002.0
13302,Samurai Shodown Sen,Fighting,M,X360,Xseed Games,K2 LLC,4.8,,,0.08,0.07,0.01,,0.01,2010.0
13303,Bakugan: Rise of the Resistance,Strategy,E10,DS,Activision,Activision,,,,0.08,0.05,0.02,,0.01,2011.0
13304,Pop'n Music,Misc,E,Wii,Konami,Konami,,,,0.08,0.07,,0.0,0.01,2009.0
13305,Steins;Gate: Darling of Loving Vows,Visual Novel,,X360,5pb,Nitro+,,,,0.08,,,0.08,,2011.0
13306,Major League Baseball 2K11,Sports,E,PC,2K Sports,Visual Concepts,,,,0.08,0.06,0.02,,0.01,2011.0
13307,King's Field (Japan),Role-Playing,,PS,From Software,From Software,,,,0.08,,,0.08,0.01,1994.0
13308,Slam 'n Jam '96 featuring Magic & Kareem,Sports,E,PS,Crystal Dynamics,Left Field Productions,,,,0.08,0.04,0.03,,0.01,1996.0
13309,SingStar Apres-Ski Party 2,Misc,,PS3,Sony Computer Entertainment,SCEE London Studio,,,,0.08,,0.07,,0.01,2010.0
13310,EyeCreate,Misc,,PS3,Sony Computer Entertainment,London Studios,,,,0.08,,0.07,,0.01,2007.0
13311,The Italian Job,Racing,T,XB,Eidos Interactive,Climax Group,,,,0.08,0.06,0.02,,0.0,2003.0
13312,ToraDora Portable!,Adventure,,PSP,Namco Bandai,Silicon Studio,,,,0.08,,,0.08,,2009.0
13313,AKB1/149: Love Election,Simulation,,PS3,Namco Bandai Games,ArtDink,,,,0.08,,,0.08,,2013.0
13314,Smuggler's Run: Warzones,Misc,T,GC,Rockstar Games,Rockstar San Diego,,,,0.08,0.06,0.02,,0.0,2002.0
13315,Princess in Love,Simulation,E,DS,THQ,Engine Software BV,,,,0.08,0.07,,,0.01,2009.0
13316,Kaidan Restaurant: Ura Menu 100-Sen,Misc,,DS,Namco Bandai,Bandai Namco Games,,,,0.08,,,0.08,,2010.0
13317,R/C Stunt Copter,Simulation,E,PS,Titus,"Big Grub / Shiny Entertainment, Inc.",,,,0.08,0.04,0.03,,0.01,1999.0
13318,Shining Resonance Refrain,Role-Playing,T,PS4,Sega,Media.Vision,,,,0.08,0.03,0.01,0.04,0.01,2018.0
13319,Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,Misc,,DS,Namco Bandai,Bandai Namco Games,,,,0.08,,,0.08,,2007.0
13320,Final Fantasy VI,Role-Playing,,PS,SquareSoft,TOSE Software,,,,0.08,,,0.08,0.01,1999.0
13321,GoldenEye 007,Shooter,T,DS,Activision,n-Space,5.5,,,0.08,0.08,0.0,,,2010.0
13322,Jikkyou Powerful Major League 2009,Sports,,PS2,Konami,PawaPuro Production,,,,0.08,,,0.08,,2009.0
13323,Super Monkey Ball Adventure,Platform,E,PSP,Sega,Traveller's Tales,,,,0.08,0.05,0.02,,0.01,2006.0
13324,Space Channel 5 Special Edition,Misc,T,PS2,Agetec,United Game Artists,,,,0.08,0.04,0.03,,0.01,2003.0
13325,The Legend of Alon D'ar,Role-Playing,T,PS2,Ubisoft,Stormfront Studios,,,,0.08,0.04,0.03,,0.01,2001.0
13326,Super Robot Taisen OG Saga: Endless Frontier,Role-Playing,T,DS,Atlus,Monolith Soft,,,,0.08,0.07,,,0.01,2009.0
13327,Black/Matrix,Strategy,,SAT,NEC Interchannel,Flight-Plan,,,,0.08,,,0.08,0.0,1998.0
13328,R.B.I. Baseball 2017,Sports,,NS,MLB.com,MLB.com,,,,0.08,0.07,,,0.01,2017.0
13329,Big Mutha Truckers,Racing,T,GC,THQ,Eutechnyx,,,,0.08,0.06,0.02,,0.0,2003.0
13330,Micro Machines: World Series,Racing,,XOne,Codemasters,Codemasters,,,,0.08,0.02,0.05,,0.01,2017.0
13331,Root Letter,Adventure,M,PSV,PQube,Kadokawa Games,,,,0.08,,0.04,0.03,0.01,2016.0
13332,Ice Age 2: The Meltdown,Platform,E10,Wii,Vivendi Games,Eurocom Entertainment Software,6.5,,,0.08,0.06,0.01,,0.01,2006.0
13333,The King of Fighters '96,Fighting,,PS,SNK,SNK Corporation,,,,0.08,,,0.07,0.01,1997.0
13334,Captain Tsubasa: New Kick Off,Sports,,DS,Konami,Konami,,,,0.08,,0.02,0.06,0.0,2010.0
13335,Bust-A-Move 2 Arcade Edition,Puzzle,E,N64,Acclaim Entertainment,Probe Entertainment Limited,,,,0.08,0.06,0.02,,0.0,1998.0
13336,Iggy's Reckin' Balls,Racing,E,N64,Acclaim Entertainment,Iguana Entertainment,6.8,,,0.08,0.06,0.02,,0.0,1998.0
13337,Knife Edge: NoseGunner,Shooter,E,N64,Kemco,Kemco,,,,0.08,0.06,0.02,,0.0,1998.0
13338,NHL Breakaway 99,Sports,E,N64,Acclaim Entertainment,Iguana Entertainment,,,,0.08,0.07,0.01,,0.0,1998.0
13339,Sega Ages: After Burner II,Shooter,,SAT,Sega,Sega,,,,0.08,,,0.08,0.0,1996.0
13340,Tony Hawk's Pro Skater 3,Sports,E,N64,Activision,Edge of Reality,8.1,,,0.08,0.06,0.02,,0.0,2002.0
13341,Virtua Tennis: World Tour (US & Others sales),Sports,E,PSP,Sega,Sumo Digital,8.3,,0.08,,,,,,2005.0
13342,Wetrix,Puzzle,E,N64,Ocean,Zed Two Limited,8.6,,,0.08,0.06,0.02,,0.0,1998.0
13343,Knights Contract,Action,M,X360,Namco Bandai,Game Republic,5.0,,,0.08,0.05,0.03,,0.01,2011.0
13344,Little League World Series Baseball: Double Play,Sports,E,Wii,Activision,Now Production,,,,0.08,0.07,,,0.01,2010.0
13345,Darksiders II: Deathinitive Edition,Action-Adventure,M,XOne,Nordic Games,Gunfire Games,7.5,,,0.08,0.05,0.03,,0.01,2015.0
13346,Dynasty Warriors 9,Action,T,XOne,Tecmo Koei,Omega Force,,,,0.08,0.06,0.01,,0.01,2018.0
13347,Order Up!!,Action,E,PS3,Ignition Entertainment,SuperVillain Studios,,,,0.08,0.06,0.01,,0.01,2012.0
13348,Samurai Western,Action,M,PS2,Atlus,Acquire,,,,0.08,0.04,0.03,,0.01,2005.0
13349,Line Rider 2: Unbound,Puzzle,E,DS,"Genius Products, Inc.",InXile Entertainment,5.0,,,0.08,0.07,0.0,,0.01,2008.0
13350,Harry Potter and the Sorcerer's Stone,Action,E,GC,Electronic Arts,Warthog,,,,0.08,0.06,0.02,,0.0,2003.0
13351,Looney Tunes: Acme Arsenal,Action,E10,X360,Warner Bros. Interactive,Red Tribe,,,,0.08,0.06,0.01,,0.01,2007.0
13352,High Heat Major League Baseball 2004,Sports,E,XB,3DO,3DO,,,,0.08,0.06,0.02,,0.0,2003.0
13353,TimeSplitters: Future Perfect,Shooter,M,GC,Electronic Arts,Free Radical Design,8.4,,,0.08,0.06,0.02,,0.0,2005.0
13354,PAC-MAN and the Ghostly Adventures,Platform,E10,X360,Namco Bandai Games,Monkey Bar Games,,,,0.08,0.04,0.03,,0.01,2013.0
13355,Kenshuui Tendo Dokuta,Simulation,,DS,Spike,Spike,,,,0.08,,,0.08,,2004.0
13356,Pac-Man and the Ghostly Adventures 2,Platform,E10,3DS,Namco Bandai Games,Monkey Bar Games,,,,0.08,0.03,0.05,,0.01,2014.0
13357,Super Sentai Battle: Ranger Cross,Action,,Wii,Namco Bandai,Namco Bandai Games,,,,0.08,,,0.08,,2011.0
13358,Disney's Meet the Robinsons,Action,E10,X360,Disney Interactive Studios,Avalanche Software,,,,0.08,0.07,0.0,,0.01,2007.0
13359,Gradius III and IV,Shooter,E,PS2,Konami,Konami Computer Entertainment Tokyo,,,,0.08,0.04,0.03,,0.01,2000.0
13360,Pilot ni Narou! 2,Simulation,,PS2,Victor Interactive,BELUGA Computer Inc.,,,,0.08,,,0.08,,2001.0
13361,Sherlock Holmes: Crimes & Punishments,Adventure,M,XOne,Focus Home Interactive,Frogwares,,,,0.08,0.03,0.04,,0.01,2014.0
13362,Rapala Fishing Pro Series,Simulation,E,PS4,GameMill,"Concrete Software, Inc.",,,,0.08,0.06,,,0.02,2017.0
13363,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,Strategy,,PSP,Acquire,ZeroDiv,,,,0.08,,,0.08,,2011.0
13364,Incredible Crisis,Action,T,PS,Titus,Polygon Magic,,,,0.08,0.04,0.03,,0.01,2000.0
13365,Ultimate Card Games DS,Strategy,E,DS,Telegames,Unknown,,,,0.08,0.07,,,0.01,2008.0
13366,Midway Arcade Treasures 3,Misc,E,XB,Midway Games,Digital Eclipse,,,,0.08,0.06,0.02,,0.0,2005.0
13367,Jillian Michaels Fitness Ultimatum 2010,Sports,E,DS,Majesco,Mistic Software,,,,0.08,0.07,,,0.01,2009.0
13368,Petz Fantasy: Sunshine Magic,Simulation,E,DS,Ubisoft,Ubisoft,,,,0.08,0.07,0.0,,0.01,2010.0
13369,Samurai Shodown III,Fighting,,NG,SNK,SNK Corporation,,,,0.08,,,0.08,0.0,1995.0
13370,The King of Fighters EX2: Howling Blood,Fighting,T,GBA,Atlus,Marvelous Interactive,7.9,,,0.08,0.06,0.02,,0.0,2003.0
13371,Cabela's North American Adventures,Sports,T,PS2,Activision,Activision,,,,0.08,0.04,0.03,,0.01,2010.0
13372,Akiba's Trip Plus,Action-Adventure,,PSP,Acquire,Acquire,,,,0.08,,,0.08,,2012.0
13373,The Sims 3: Fast Lane Stuff,Simulation,T,PC,Electronic Arts,EA Redwood Shores,,,,0.08,0.01,0.05,,0.01,2010.0
13374,Minecraft: Story Mode - Season Two,Adventure,E10,X360,Telltale Games,Telltale Games,,,,0.08,0.05,0.02,,0.01,2017.0
13375,"Warhammer 40,000: Dawn of War II - Retribution",Strategy,M,PC,THQ,Relic Entertainment,7.9,,,0.08,,0.06,,0.02,2011.0
13376,IA/VT Colorful,Music,,PSV,Marvelous Entertainment,Marvelous,,,,0.08,,,0.08,,2015.0
13377,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,Strategy,,GBA,Nintendo,Bandai,,,,0.08,,,0.08,0.0,2004.0
13378,Warhammer: Battle For Atluma,Action,T,PSP,Namco Bandai,JV Games,,,,0.08,0.07,,,0.01,2006.0
13379,Famicom Mini: Star Soldier,Shooter,,GBA,Nintendo,Hudson Soft,,,,0.08,,,0.08,0.0,2004.0
13380,Sentimental Graffiti 2,Adventure,,DC,NEC Interchannel,NEC Interchannel,,,,0.08,,,0.08,,2000.0
13381,Witches & Vampires: The Secrets of Ashburry,Adventure,E10,DS,Conspiracy Entertainment,Smack Down Productions,,,,0.08,0.05,0.02,,0.01,2010.0
13382,Shonen Jump's One Piece: Pirates Carnival,Misc,E,GC,Namco Bandai,High Horse Entertainment,4.6,,,0.08,0.06,0.02,,0.0,2006.0
13383,Goblin Commander: Unleash the Horde,Strategy,T,XB,Jaleco,Jaleco Entertainment,,,,0.08,0.06,0.02,,0.0,2003.0
13384,Doraemon: Nobita and the Island of Miracles,Adventure,,3DS,FuRyu Corporation,FuRyu,,,,0.08,,,0.08,,2012.0
13385,From Russia With Love,Shooter,T,PSP,Electronic Arts,Rebellion Developments,,,,0.08,0.07,0.0,,0.01,2006.0
13386,Sentimental Graffiti: First Window,Adventure,,SAT,NEC Interchannel,NEC Interchannel,,,,0.08,,,0.08,0.0,1997.0
13387,Cartoon Network Collection: Game Boy Advance Video Volume 2,Misc,,GBA,Majesco,Majesco Games,,,,0.08,0.06,0.02,,0.0,2004.0
13388,The First Templar,Adventure,T,PC,Kalypso,Haemimont Games,,,,0.08,0.06,0.01,,0.01,2011.0
13389,Discovery Kids: Spider Quest,Misc,E,DS,505 Games,505 Games,,,,0.08,0.07,,,0.01,2009.0
13390,Tempest 3X,Shooter,E,PS,Interplay,High Voltage Software,,,,0.08,0.04,0.03,,0.01,1996.0
13391,"The $1,000,000 Pyramid",Misc,E,Wii,Ubisoft,Ubisoft,,,,0.08,0.07,,,0.01,2011.0
13392,A-Train,Strategy,E,PS,Maxis,ArtDink,6.0,,,0.08,0.02,0.01,0.04,0.01,1996.0
13393,Hidden Invasion,Shooter,T,PS2,Conspiracy Entertainment,Toka,,,,0.08,0.04,0.03,,0.01,2002.0
13394,Superman: Shadow of Apokolips,Action,E,GC,Atari,Infogrames,,,,0.08,0.06,0.02,,0.0,2003.0
13395,Armored Core 3 Portable,Simulation,,PSP,From Software,From Software,,,,0.08,,,0.08,,2009.0
13396,Earth Defense Force 2017,Shooter,T,X360,D3 Publisher,Sandlot,7.4,,,0.08,0.04,0.01,0.03,0.0,2007.0
13397,Bleach: Erabareshi Tamashii,Adventure,,PS2,Sony Computer Entertainment,SCEI,,,,0.08,,,0.08,,2005.0
13398,Get Fit with Mel B,Sports,E,X360,Unknown,Lightning Fish,,,,0.08,0.0,0.06,,0.01,2005.0
13399,"3 in 1: Solitaire, Mahjong & Tangram",Misc,,DS,Deep Silver,Deep Silver,,,,0.08,,0.07,,0.01,2010.0
13400,Overcooked! 2,Simulation,,XOne,Sold Out,Ghost Town Games,,,,0.08,0.07,0.0,,0.01,2018.0
13401,Sengoku Musou 3: Moushouden,Action,,Wii,Tecmo Koei,Omega Force,,,,0.08,,,0.08,,2011.0
13402,Batman: Dark Tomorrow,Action,T,GC,Kemco,"HotGen, Ltd.",2.3,,,0.08,0.06,0.02,,0.0,2003.0
13403,Crush,Puzzle,E10,PSP,Sega,Zoe Mode,8.5,,,0.08,0.07,0.0,,0.01,2007.0
13404,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,Music,,WiiU,Namco Bandai Games,Bandai Namco Games,,,,0.08,,,0.08,,2015.0
13405,Winter Stars,Sports,E,PS3,Deep Silver,49Games,,,,0.08,0.01,0.05,,0.01,2011.0
13406,Yuu Yuu Hakusho: Makyo Toitsusen,Fighting,,GEN,Sega,"Treasure Co., Ltd.",,,,0.08,,,0.08,,1994.0
13407,Worms: A Space Oddity,Strategy,E10,Wii,THQ,Team17 Software,,,,0.08,0.06,0.02,,0.01,2008.0
13408,Rock Revolution,Misc,T,Wii,Konami,Zoe Mode / HB Studios,,,,0.08,0.07,,,0.01,2008.0
13409,Ogre Battle Series: Tactics Ogre,Role-Playing,T,PS,Atlus,Quest Corporation,7.9,,,0.08,0.04,0.03,,0.01,1998.0
13410,Mission Runway,Simulation,E,DS,THQ,Arts Software,,,,0.08,0.07,0.01,,0.01,2009.0
13411,Battlestar Galactica,Simulation,T,XB,VU Games,Warthog,,,,0.08,0.06,0.02,,0.0,2003.0
13412,Fireblade,Simulation,T,XB,Midway Games,Kuju Entertainment,,,,0.08,0.06,0.02,,0.0,2002.0
13413,Drama Queens,Misc,T,DS,Majesco,Sensory Sweep,,,,0.08,0.07,0.0,,0.01,2009.0
13414,Tomb Raider: Legend,Action,T,GC,Eidos Interactive,Crystal Dynamics,7.9,,,0.08,0.06,0.02,,0.0,2006.0
13415,Boxing Fever,Sports,E,GBA,Majesco,Digital Fiction,7.2,,,0.08,0.06,0.02,,0.0,2001.0
13416,RoadKill,Action,M,XB,Midway Games,Terminal Reality,,,,0.08,0.06,0.02,,0.0,2003.0
13417,Diego's Build & Rescue,Action,E,DS,2K Play,2K Play,,,,0.08,0.07,0.0,,0.01,2010.0
