housing_median_age,total_bedrooms,households,median_income,median_house_value
47,167,116,8.4375,500001
20,134,146,9.7796,500001
28,72,79,11.9666,500001
37,194,192,8.2782,500001
30,338,324,10.0481,500001
28,578,559,11.3176,500001
17,442,424,13.2986,500001
34,217,223,8.2883,500001
26,202,218,5.1831,350000
34,243,242,8.7382,500001
32,287,283,15.0001,500001
34,365,369,10.2811,500001
41,136,153,6.3824,500001
36,361,377,7.652,500001
33,223,215,15.0001,500001
33,42,53,10.6514,500001
28,164,154,7.8633,500001
30,854,798,10.6868,500001
23,151,149,5.6286,411300
18,416,381,4.875,334600
25,259,195,3.1937,319200
22,278,270,4.7578,318500
15,764,774,6.7606,364300
16,1179,1148,5.9919,345100
19,807,805,6.1896,331100
15,545,535,6.3256,368000
17,262,241,7.2929,355800
11,137,124,8.2364,371800
21,309,259,4.5625,5.00E+05
17,2249,1989,4.8405,354300
21,293,277,7.439,500001
33,209,161,7.7773,456300
52,102,92,6.2263,500001
37,534,507,5.3951,277700
30,593,502,5.1002,319400
52,315,220,3.3047,286100
24,1313,1294,2.4717,295300
9,353,220,4.2109,450000
24,433,380,5.8635,348700
26,677,618,4.1375,395000
28,298,251,1.8432,327300
28,582,548,2.4701,290900
6,NA,603,5.5073,263800
21,322,328,7.9248,500001
26,579,575,5.9522,438400
23,306,256,6.4744,500001
38,NA,395,3.1364,357500
35,654,631,4.5278,340400
26,1031,950,3.4047,294500
30,656,576,2.5139,279500
27,299,313,2.5694,275000
46,329,310,3.6719,357400
36,309,304,2.6014,320600
33,377,356,2.3454,243800
18,372,346,2.1974,255000
31,499,499,3.1563,267000
47,417,384,2.6429,279200
50,509,443,6.3997,500001
52,343,355,4.1316,443000
37,306,322,5.1545,418400
48,536,497,3.5213,458600
39,467,409,2.6875,320600
52,289,272,2.125,3.00E+05
32,569,527,7.7261,500001
34,533,502,5.8411,381800
35,363,351,5.5922,384400
41,367,355,5.3184,376000
43,342,358,4.7,293800
39,304,268,3.8819,289900
48,390,367,4.8021,351100
44,328,294,6.7449,415600
27,282,283,2.8,353000
29,388,409,6.0597,383100
41,271,269,6.8406,500001
44,485,442,4.149,443600
35,369,385,2.6205,318800
43,311,263,2.875,280600
37,497,476,5.8311,387700
23,398,374,8.7394,500001
35,422,383,4.9757,500001
26,413,397,6.5631,500001
27,1059,979,3.8456,500001
32,537,538,5.2888,463800
30,343,325,2.5104,228100
33,462,445,2.9896,236000
49,386,380,3.5208,251200
28,526,420,3.1625,364300
38,354,340,2.707,236800
39,381,374,2.3681,241400
37,444,446,2.0643,246700
23,393,381,2.5947,232600
52,460,400,2.375,293800
52,109,102,1.4722,350000
41,239,214,3.1667,362500
17,544,532,1.2762,253600
52,112,114,2.5978,258300
52,692,576,1.4851,237500
49,436,411,2.925,246900
39,322,316,2.16,259100
50,279,270,2.2097,258300
43,557,538,2.675,247900
52,458,449,2.2069,226500
37,427,408,3.5905,264700
31,383,398,2.6019,250000
49,370,351,2.6983,260100
52,387,402,4.0125,261000
52,324,306,4.1062,252900
23,658,570,2.5506,230800
31,319,308,2.6538,231800
20,319,307,4.375,335200
34,276,243,4.1842,364000
35,334,337,4.7411,336400
36,358,329,4.2283,326800
25,493,460,3.0938,312500
35,145,154,4.3214,341800
27,771,751,4.0451,395100
18,317,306,3.6823,255000
19,360,423,2.6607,226500
19,575,530,2.8042,236100
39,459,362,2.25,281300
44,357,297,2.6103,5.00E+05
23,837,787,3.3776,283200
26,562,562,5.0434,340400
31,299,301,6.8927,500001
27,404,338,2.303,261000
23,227,238,5.3279,413900
25,312,335,5.4127,392800
35,375,338,4.9044,335300
30,417,409,5.5959,346200
29,297,269,4.4375,350000
26,378,405,3.2895,335000
34,292,257,5,329400
32,287,288,5.345,322600
42,263,260,8.5608,500001
34,570,488,5.623,500001
29,814,613,6.0069,500001
32,318,296,4.625,500001
33,519,479,5.3963,500001
37,442,376,9.4522,500001
16,391,311,9.0267,500001
8,400,391,3.9659,297400
20,800,765,4.806,279700
24,596,601,5.2039,301300
15,256,245,2.0625,314300
23,365,345,2.6397,250000
32,394,334,3.233,346000
20,477,417,3.2125,251000
22,727,478,2.7864,3.00E+05
14,383,365,3.1389,248700
28,563,483,6.091,500001
17,368,350,2.7275,500001
22,426,341,5.759,425000
28,542,442,4.2059,500001
35,170,139,3.6969,335000
39,38,21,11.7794,500001
17,982,923,3.9224,230600
35,553,427,2.4583,62100
17,382,359,3.7958,4.00E+05
14,277,237,3.2569,230800
25,219,225,3.1912,226400
14,515,488,4.4519,227900
15,690,617,3.8582,215200
11,339,338,5.5221,394900
10,426,419,5.5106,290900
22,465,409,2.9479,243100
17,189,219,3.0185,500001
9,499,385,2.5743,309800
24,282,285,4.2026,259800
13,585,515,6.6054,500001
18,238,247,5.3154,289400
18,429,369,4.2222,375000
11,588,582,4.6554,272300
18,382,359,5.5194,367000
16,394,359,6.2094,440000
11,125,74,2.8906,84400
24,319,315,5.1909,390200
30,609,465,3.9375,292900
12,463,442,5.299,226800
16,147,162,2.56,150000
20,630,662,3.0559,120100
15,286,315,5.7306,269700
9,415,407,6.7694,275100
4,221,191,7.5696,328700
13,352,388,5.038,194000
23,778,633,2.2791,114800
11,348,327,2.0508,275000
26,385,400,4.8185,157900
15,187,182,4.375,158000
17,506,473,4.3125,168100
17,347,312,3.8203,141500
17,386,362,4.7813,326800
24,404,338,3.9375,341200
4,1217,1212,3.2135,212700
27,354,346,3.5391,144700
30,393,375,4.1058,164000
8,620,544,3.5288,165500
24,307,283,5.0099,162500
30,342,320,5.0286,158000
28,478,463,4.6694,158200
22,381,372,5.0113,158600
18,376,382,4.8359,195700
21,329,353,4.6648,193000
26,272,266,3.9871,157700
4,559,569,5.0639,201700
10,329,319,4.9766,199600
32,317,281,5.062,158900
15,251,240,4.9028,193600
52,287,276,1.7431,131500
33,711,639,3.1078,146700
50,413,403,2.3506,136100
43,344,310,3.6815,181800
32,551,516,2.7188,133700
4,648,578,2.8649,186500
10,585,562,3.285,218300
21,514,488,3.6639,128600
28,270,278,4.0125,130100
20,307,316,4.4342,160700
24,414,413,4.8155,162900
24,470,408,2.0673,136900
31,608,572,3.6212,151400
19,511,513,2.212,132000
19,631,515,1.0349,130800
18,350,346,4.125,139800
16,403,395,4.2125,148300
14,343,338,4.5066,149800
9,492,490,4.0431,226800
21,263,237,4.65,152500
9,428,415,4.5536,190100
8,286,290,5.0206,261000
6,1115,919,3.0723,137300
22,360,384,1.7941,110300
26,344,307,3.7589,113700
25,380,388,3.0368,129300
10,354,357,3.7679,131300
29,562,463,2.6531,108300
30,315,368,3.4722,112500
21,445,463,4.0603,117600
11,280,223,2.5556,129200
39,379,341,1.899,113300
34,284,272,2.9167,104200
26,396,377,2.875,121400
32,447,463,1.8625,90200
24,476,474,3.1576,147200
17,308,303,1.8633,109400
15,244,253,2.0995,87500
16,558,492,2.1509,67500
38,794,747,2.2743,106400
10,644,543,2.375,98500
29,516,492,1.6875,122700
7,532,459,2.2538,162500
26,232,243,3.6422,120600
24,447,417,2.4091,115500
23,345,336,1.8185,97800
27,294,286,2.5809,83200
38,297,296,2.1776,89100
5,469,482,2.4318,86100
44,140,116,2.1094,73800
29,3114,2826,2.7377,28300
26,518,539,4.3162,136400
11,164,147,2.0161,118800
22,358,363,1.6488,117500
26,604,529,1.9444,129400
8,586,540,3.071,120400
31,320,270,2.4583,128100
16,217,200,0.8106,83300
8,126,133,4.6023,163400
30,422,449,3.8512,134600
27,622,543,3.0352,135400
40,235,201,2.0865,111500
10,593,548,2.0819,103300
14,223,224,2.5966,109300
32,430,377,2.3333,130200
16,428,432,4.2875,150700
27,382,384,3.3203,134700
30,512,471,1.975,134000
27,578,527,1.9257,135300
21,243,251,3.1442,131600
25,276,245,2,87500
48,301,279,2.9271,146600
37,334,272,2.3804,148000
16,406,417,3.4063,138000
17,277,224,3.2167,112500
34,499,451,3.7778,150000
32,309,333,4.5486,172400
22,549,581,4.5417,142400
7,504,452,4.7875,198300
5,702,618,3.0081,135200
4,525,535,4.9237,166600
40,395,332,2.5667,239300
4,331,336,4.1563,172600
26,316,319,4.4628,134400
25,368,363,4.9286,180100
23,463,434,3.7917,142200
15,386,336,5.3765,223100
21,268,255,6.4678,249300
17,430,416,4.9292,207200
24,385,382,4.4595,152700
21,383,368,5.6177,183800
18,315,265,4.7946,290600
26,389,389,3.87,125800
33,373,358,3.6023,128300
6,277,273,6.2685,307400
23,642,607,1.179,225000
25,623,624,2.2647,216700
14,650,615,2.1652,37500
14,685,621,3.3026,229500
16,365,391,4.4777,282500
16,541,554,3.75,223100
22,492,488,3.6304,312200
24,365,330,6.0992,268800
24,373,366,5.4197,280900
28,162,159,4.2404,274300
26,616,601,6.3654,331200
28,301,297,6.0256,276800
26,618,587,7.4734,432200
22,452,458,7.1687,384400
23,277,267,6.2987,348200
27,793,738,5.5954,261400
25,470,462,5.5184,268300
25,507,523,5.0767,271200
17,324,330,6.0321,402600
21,248,211,3.8056,425000
28,309,305,1.5071,316700
24,580,531,1.24,325000
26,375,359,2.1471,187500
24,567,570,6.5173,334000
23,588,559,4.6806,288900
24,533,528,6.7247,333800
26,402,368,3.0875,198400
22,475,434,4.875,295400
14,305,286,3.2115,206300
15,345,379,3.0773,112500
16,463,439,3.6034,150000
28,531,509,2.7689,228200
35,281,257,2.1389,260000
31,346,301,2.1417,205000
22,443,424,5.1271,342500
28,441,404,9.7821,500001
20,415,380,9.6885,500001
27,419,416,5.0294,280200
27,537,570,4.6957,271500
22,500,454,5.6604,276400
25,314,309,4.1797,271800
28,495,482,4.835,353400
26,563,540,5.1615,276200
38,333,291,2.7333,182500
37,363,374,2.8971,186100
30,573,530,3.7396,210700
44,380,365,3.2083,181900
47,245,240,2.9545,237500
52,239,223,2.7411,227100
42,626,610,3.25,185300
50,287,254,3.5966,245800
52,69,64,2.619,212500
35,120,99,3.0139,204200
42,524,526,3.6389,239200
52,491,433,4.4,391300
52,338,338,5.5259,295800
52,557,506,4.7768,301100
44,291,282,3.575,292200
44,358,375,5.4273,421000
34,317,302,4.3,330500
35,607,562,2.8042,240900
28,147,140,2.9853,187500
52,410,398,4.8854,330600
52,382,387,5.2831,299500
34,44,47,4.05,2.00E+05
52,563,532,2.894,209500
49,318,316,0.7068,2.00E+05
11,390,345,4.226,166700
52,231,210,2.5,162500
40,625,543,1.2887,212500
6,552,557,2.8798,225000
36,689,632,2.0972,187500
48,439,424,2.5673,177500
46,416,370,2.1714,190600
20,494,448,0.8894,350000
43,467,428,1.6708,204200
52,365,352,2.1442,188900
42,402,423,4.2149,199000
49,350,391,3.5781,193000
47,631,606,3.2599,183100
43,296,244,2.925,170800
44,615,518,2.0549,193800
43,219,226,4.2381,193500
37,375,346,3.2793,174500
44,353,327,2.4196,194400
52,418,411,2.8167,183500
52,215,207,2.6667,325900
52,166,194,6.6345,309000
39,541,506,2.4306,289100
52,232,227,2.6312,302900
27,1036,955,2.9222,153700
46,330,331,2.4968,174100
52,424,434,2.3277,183700
29,1625,1639,2.5947,177300
40,508,434,3.0089,185200
41,164,184,2.375,175000
35,1154,1075,1.473,213600
37,685,651,3.0156,270300
45,371,345,2.8594,205900
42,358,340,2.2583,192500
34,246,215,2.8864,172500
30,338,325,2.6607,169300
40,374,389,2.7546,172500
43,241,206,2.1149,184900
41,265,253,3.2317,184800
52,404,389,4.3882,223600
52,431,443,5.8186,281100
48,313,291,3.7738,220600
42,256,280,3.0096,180800
16,898,795,2.5804,216300
52,492,455,2.5833,167500
37,269,261,2.1902,250000
46,472,448,4.8519,225800
51,728,724,3,184700
39,254,272,3.5256,192600
31,554,494,2.4207,165600
28,641,587,2.3633,198400
50,215,207,4.2614,211300
5,578,502,5.2642,246400
30,312,310,4.0474,280500
26,814,810,4.7275,293000
16,226,199,2.7153,233300
26,704,704,2.8981,229800
34,150,163,5.2769,241100
26,780,741,3.1107,247900
16,485,499,5.0477,292500
29,430,399,2.6573,252800
13,1551,1481,4.0524,213900
14,1742,1630,4.0653,234200
36,358,347,4.2762,310100
35,296,296,3.6053,345800
28,811,754,3.6429,332600
46,587,590,4.7287,340000
39,666,635,4.537,345900
43,151,145,4.4375,327600
31,427,405,3.6563,344700
31,131,107,3.625,265000
40,340,305,3.3682,235200
28,552,512,4.5795,262800
47,284,278,5.8415,283300
52,362,364,4.2414,284800
47,627,613,3.7455,247400
52,269,277,5.036,296600
52,284,284,5.6437,312000
42,398,389,4.325,247000
44,396,383,4.1406,274100
47,426,428,5.3955,282300
46,448,424,5.0662,331600
38,351,339,2.7042,286600
26,244,244,7.8575,424600
36,225,223,6.6331,283300
34,135,139,5.1765,344600
36,149,158,5.6266,320500
35,307,320,7.6659,426900
18,664,593,5.3077,351400
36,437,442,3.9625,288200
32,199,207,6.5858,346700
34,370,395,5.6494,376200
10,832,797,4.1674,214000
18,1334,1245,3.6294,240000
27,464,430,5.0822,327500
30,544,542,5.1104,278100
23,552,482,3.662,211900
39,191,175,3.9265,236900
43,388,403,4.9236,238000
21,716,705,4.6758,264200
10,803,716,5.2,248700
34,255,246,5.5121,264700
16,749,737,5.2894,332800
39,175,163,2.8125,291300
33,259,237,4.5208,230700
36,656,639,4.9662,258500
31,343,334,4.9205,240500
27,486,498,4.5833,308800
33,569,559,4.5625,253500
35,345,329,6.0196,255100
28,753,729,4.1033,281000
26,783,819,7.9819,397000
29,862,881,5.6358,282100
30,862,772,5.0062,232000
29,817,813,6.4285,337300
26,NA,535,5.6427,320000
33,583,588,5.0714,255600
28,502,490,5.7385,240400
20,1079,1057,4.6845,250000
28,685,667,5.4609,263600
20,661,660,6.8088,283300
25,719,743,5.1461,267200
32,620,612,5.4675,261100
32,876,794,3.5625,255200
23,449,442,6.0791,316500
26,331,325,5.5,231700
25,689,661,3.8893,218600
13,487,464,3.8047,204700
13,471,406,3.8936,225900
24,240,250,2.8636,240300
21,352,325,5.2887,264500
26,323,339,4.7069,234800
36,529,520,4.2614,268800
35,375,374,6.0936,365400
34,749,725,5.3922,302900
33,529,521,4.1554,313100
32,717,695,4.1645,281900
27,335,351,5.8178,267400
24,688,695,5.6895,289000
25,531,502,5.8479,263300
28,256,221,5.2088,240900
39,471,456,2.6818,184900
36,360,326,2.7031,175800
38,508,530,2.6386,177600
45,564,514,3.2806,164200
24,652,625,2.2259,112500
28,199,211,2.3293,215900
6,984,904,3.6802,152400
14,124,84,2.7411,112500
16,749,681,2.6763,191100
13,581,530,4.3621,173400
19,559,551,2.6,172800
14,1538,1389,3.6953,192600
16,874,841,2.8024,127900
19,158,134,4.5208,188100
22,581,530,4.3419,176300
16,364,412,5.3363,212800
18,568,553,2.3715,228000
21,749,701,3.9688,249600
14,1222,1204,4.1444,178400
17,954,904,2.3971,87500
16,1386,1318,3.1964,185800
19,1546,1466,2.7768,178600
24,656,612,4.775,191900
4,648,665,4.3851,160400
18,633,561,3.925,166100
19,1895,1853,5.6058,232700
17,211,217,4.5,235800
15,1037,997,6.2907,253100
17,428,422,5.7078,217000
33,489,475,5.0709,176400
10,453,409,4.5943,123500
20,408,362,3.3833,115200
33,250,261,3.9009,178600
19,833,780,3.1042,183100
31,235,270,4.2361,179500
20,461,456,4.2589,191000
16,394,391,5.0225,222800
17,664,597,2.5652,165300
22,402,429,3.7102,177500
15,294,291,5.5145,219400
14,578,551,3.1382,139700
15,395,381,4.4792,212500
26,511,512,4.1165,164900
10,623,622,3.135,231400
23,647,630,4.3782,175800
26,210,214,4.825,181000
4,778,770,7.2982,343000
25,297,279,5.2088,231400
20,414,405,5.8068,263900
20,328,323,4.9318,262400
15,498,475,5.614,223300
21,292,300,7.375,338400
18,250,184,8.1871,500001
8,474,456,7.2707,355300
9,468,470,7.5443,348400
11,410,418,7.0671,378200
13,505,485,6.6813,277800
18,614,642,5.6345,231000
10,550,522,6.6633,283700
10,394,386,6.68,359500
20,476,501,5.6817,224200
23,346,324,4.8092,217400
14,924,891,4.7027,227600
6,561,581,5.5336,241900
20,451,430,6.2742,241300
5,719,697,5.6306,286200
14,348,347,4.9769,186500
15,366,371,5.7843,209900
15,378,341,4.5045,164500
16,149,148,4.8173,235600
15,345,347,5.5248,235600
21,446,389,5.0543,232000
22,361,386,5.1149,235700
25,297,338,6.4664,271500
10,950,906,5.9399,241900
17,129,123,4.9097,241000
12,280,269,6.7159,362700
7,328,303,6.234,292200
16,228,230,6.6455,302600
15,348,327,7.1267,277900
6,559,491,6.1463,335500
23,415,393,2.5052,133700
6,1295,1262,5.6411,294700
15,310,296,4.3365,221000
33,191,215,4.0929,165000
28,330,317,4.1146,160100
26,408,416,3.6765,163600
21,1163,1124,3.2052,179000
24,575,569,3.4509,182400
23,1446,1414,4.8424,195300
28,671,648,4.4671,172600
29,452,481,4.375,185500
27,415,383,5.2297,192800
17,423,429,5.1017,240700
27,526,526,4.25,162900
27,610,604,4.6333,173600
21,1232,1235,4.2098,193400
26,339,327,4.087,182500
34,242,226,3.5625,194500
35,605,595,2.5551,182100
43,371,357,2.8,153300
27,409,391,2.5769,137500
22,768,762,2.2031,164000
29,807,776,2.7562,160100
20,867,860,2.6894,182200
15,2124,2086,3.3306,210300
15,1042,1059,2.3199,140100
15,1116,1037,3.0466,159600
18,485,448,3.7198,128600
11,592,607,4.0452,205900
31,358,354,4.4896,156800
34,182,193,3.5625,201800
12,2568,2515,5.2415,286500
31,914,879,5.5592,229900
15,992,1018,4.5533,209900
33,181,169,5.1082,195800
31,843,797,3.2222,184800
43,149,135,4.25,209100
43,284,258,3.2279,182400
42,232,241,3.8571,187500
28,339,353,4.1615,214800
40,149,143,4.0446,196300
29,885,845,3.1982,171700
22,860,877,4.2312,183800
31,715,645,3.7143,178600
41,281,304,4.4167,215200
26,539,518,5.1099,213100
33,337,323,4.0385,167600
34,377,347,3.7188,161500
42,577,580,3.7214,167900
34,286,299,7.4559,456500
37,636,578,6.1008,286200
32,665,649,5.4949,330800
29,76,72,12.3292,416700
32,246,263,6.8462,320900
24,146,155,7.2861,328000
22,527,520,5.3774,325600
20,420,389,7.5813,374100
9,547,481,4.9091,259700
16,487,448,6.057,246800
16,245,228,4.5187,163500
16,529,527,5.5429,269100
13,565,561,7.105,273900
17,588,561,6.7867,273700
16,268,280,6.9584,351600
19,764,708,6.1504,268400
16,389,415,3.7153,229800
17,328,329,5.4225,258100
15,1547,1524,5.8322,276600
13,572,526,6.1091,329400
25,351,367,7.0544,320700
25,271,275,6.8677,288500
27,150,160,5.716,348300
16,603,615,3.7622,150000
42,14,14,1.7361,500001
20,72,69,1.0938,187500
14,1404,1316,3.5745,333700
14,534,478,7.0735,335600
15,405,409,5.8686,181100
2,365,257,4.375,425000
9,NA,1438,5.34,257400
3,1047,990,5.7695,271400
3,841,801,6.0959,272700
16,369,373,5.8721,267800
21,260,257,6.5226,258500
25,278,271,6.6842,265300
23,319,310,5.5968,243200
16,589,568,5.5073,178900
17,435,393,5.6096,199100
16,287,296,6.1256,266900
16,262,263,7.3861,267000
16,420,442,6.5004,263600
12,734,732,6.6086,299400
4,408,410,5.0821,265500
9,139,142,8.6675,441000
8,NA,364,7.8532,422800
17,896,808,3.3884,245800
31,474,475,5.6651,204100
22,596,621,6.2892,254200
8,61,55,7.309,367900
19,2112,2040,6.4419,264500
24,548,544,5.6683,248700
23,652,655,4.3807,226900
20,808,801,6.6227,264800
25,729,721,5.6965,261100
17,299,293,5.2722,186900
20,372,394,4.4712,144000
26,348,320,5.3057,226400
23,267,261,5.3994,237900
5,186,186,10.3798,500001
5,245,228,10.9722,500001
15,513,519,4.75,254400
14,343,330,6.7093,311200
43,12,16,15.0001,500001
29,513,510,3.8421,220700
26,496,459,5.6062,226800
18,814,758,6.6176,276200
16,446,460,5.6063,320500
19,387,376,4.1389,174100
24,921,902,5.6344,228700
26,8,7,7.7197,225000
10,1054,1002,3.2617,252200
26,276,278,4.7794,225800
19,484,484,5.0362,255100
24,251,242,5.0808,212500
33,496,485,4.8304,224900
21,986,943,2.9817,225000
18,578,545,3.3859,158000
17,28,22,4.5179,112500
24,689,684,3.4896,226700
35,325,317,5.3912,235300
25,834,797,4.8145,230700
33,484,419,4.0655,226800
14,1130,517,3.7614,137500
17,1017,968,2.9706,81300
17,854,885,3.6619,232400
35,298,318,5.9145,236900
24,297,282,3.1439,47500
33,405,434,5.7962,229800
17,617,602,5.2937,238000
17,558,533,5.8792,255500
20,229,238,4.5062,219300
24,934,970,5.4228,264100
22,198,176,3.1812,87500
13,412,411,4.7625,137500
16,788,769,4.7049,112500
34,28,13,3.375,67500
42,708,674,3.2153,199700
42,32,32,3.1563,137500
39,129,127,3.0357,208300
27,832,798,3.5625,208600
25,956,944,2.7727,235600
36,410,387,3.1065,234100
48,495,452,3.0375,218500
36,344,331,4.575,215400
32,229,238,4.6719,252100
35,202,199,5.0942,217500
27,538,531,4.2422,237500
24,894,920,6.0573,254500
34,153,154,6.0116,271200
35,370,321,4.2273,269900
16,1325,1196,4.2837,264500
33,623,628,3.5199,261400
36,126,122,6.3191,258300
36,134,136,4.575,247600
34,318,301,4.5625,242700
33,272,267,5.7059,287200
35,223,216,7.8543,281900
35,267,259,5.0866,254600
32,324,330,4.6761,298300
33,480,451,4.9091,270300
33,644,633,3.2048,261800
33,467,458,5.5,282200
41,249,260,3.5491,261100
18,509,467,4.3971,238900
16,947,841,4.5427,198400
25,325,339,4.375,212200
36,193,187,4.5625,240000
30,NA,386,4.6328,287100
33,776,761,4.9562,238700
18,1712,1651,4.5368,307400
26,933,905,3.9625,262900
37,325,321,3.925,251300
33,NA,686,3.6682,266100
35,232,247,3.925,287100
32,274,272,5.2019,279900
36,211,211,3.2813,244400
52,227,219,3.1667,231600
18,561,545,2.3713,244000
48,294,284,3.6118,235500
42,330,303,3.3333,237900
52,523,492,4.2656,236100
42,420,464,3.1429,286500
29,853,792,3.4233,229300
41,473,469,3.7321,250000
36,359,360,3.6818,257600
37,329,348,4.75,251100
36,632,560,5.0175,246100
25,1320,1213,3.1702,256100
31,465,447,2.3547,275900
36,286,324,4.7604,294700
26,788,696,4.2136,288300
35,411,449,4.0667,276900
42,402,375,4.4453,255400
36,153,160,5.791,254100
18,939,895,5.3873,288300
34,299,276,3.4375,252600
37,127,132,3.7813,247800
30,462,480,6.3716,330500
30,633,631,6.1388,302400
27,653,621,5.273,315600
21,1566,1524,5.1506,302100
25,612,602,5.121,287600
35,326,313,5.9567,294300
35,291,315,4.8365,313900
33,425,405,3.9417,285800
28,629,662,6.4095,335900
28,901,868,5.1483,342000
28,1011,954,5.357,355200
17,2552,2206,4.2531,279800
20,864,808,4.7083,217700
32,460,419,5.606,288900
34,359,375,5.8127,288300
26,502,530,5.7833,339600
19,1404,1308,3.699,237500
11,493,543,3.73,227700
39,199,231,4.6304,263200
20,198,173,3.1103,281900
27,NA,893,3.6292,264600
26,678,686,7.0469,365500
31,711,717,5.2534,290900
21,2166,1749,3.6401,267500
25,1225,1138,3.9187,314900
25,1351,1310,3.0079,277300
33,168,147,3.1458,270500
30,1010,972,3.7632,307000
27,570,565,3.5652,329500
30,248,256,6.623,332500
21,1068,1011,3.7188,293000
25,370,331,3.2727,262500
25,1517,1410,3.3958,267500
20,1006,1007,4.3081,227300
22,637,623,3.75,212500
20,188,176,4.0962,214100
17,271,258,1.7171,181300
52,148,144,4.0208,262500
9,381,349,4.6371,234300
30,813,824,3.4505,260000
19,1847,1753,3.1509,242900
30,693,633,4.6312,283200
33,349,336,7.5443,283000
31,664,660,3.2287,264900
33,327,314,5.4386,280400
25,695,642,6.6437,296100
27,403,438,5.0385,277300
26,309,306,3.3922,269100
28,633,620,5.7251,272600
27,589,553,5.7812,275000
27,497,511,5.4051,273500
32,481,481,6.4631,344100
23,843,843,4.0403,303400
31,735,686,4.8542,275000
24,263,276,5,283000
25,743,741,5.3294,300300
29,682,646,3.337,265300
17,267,260,5.9658,278000
25,564,543,5.2528,269400
29,484,498,5.3561,298900
28,1066,998,4.0174,273900
22,1211,1163,5.2533,269100
31,589,597,5.5151,286800
19,454,426,4.6827,255100
22,351,294,1.8542,333300
30,634,602,5.0863,332000
37,541,544,6.0235,413500
32,239,251,6.0957,405400
26,605,562,5.4683,430900
35,169,174,6.1648,371900
34,544,522,5.5127,268200
36,182,170,4.69,252600
21,289,273,4.5333,234200
34,360,365,4.7917,243200
32,287,284,6.0358,260100
35,244,238,4.675,245300
24,1001,968,4.7118,274600
30,419,372,4.7279,272000
26,1051,1061,6.3663,279400
19,294,279,5.5944,290500
26,388,393,7.3522,363800
26,414,428,6.0738,335900
27,216,232,5.3911,281200
22,453,462,6.0712,271800
27,668,659,7.3843,405000
21,594,560,9.3834,500001
36,632,608,7.8407,476400
22,523,516,4.6065,445900
46,1910,1781,5.2321,500001
35,723,694,8.492,500001
20,322,276,10.0187,500001
35,533,498,4.4063,436100
33,935,835,3.1176,396300
36,430,440,9.0704,500001
19,359,347,4.5156,339300
32,496,492,6.131,367800
27,461,447,4.6654,340700
21,192,185,7.598,347800
17,611,560,8.2069,442500
19,93,99,15,500001
25,212,200,10.7582,500001
21,389,350,7.9135,496400
22,532,514,11.2463,500001
35,485,476,8.5425,500001
33,271,272,5.7876,415800
27,451,447,8.8178,500001
24,299,299,10.2666,500001
34,243,223,8.0331,500001
31,193,191,10.2311,500001
29,365,339,7.9234,500001
14,404,378,7.6107,500001
34,413,365,7.8711,500001
24,209,192,11.1557,500001
28,365,363,10.6834,500001
22,438,425,10.3653,500001
18,312,320,8.7939,500001
25,492,475,10.3979,500001
31,431,412,7.5,500001
22,260,281,9.1569,500001
35,541,555,5.7295,346100
33,311,303,8.3605,500001
32,495,455,5.4103,335900
32,645,609,7.8279,500001
29,468,471,9.8937,500001
25,428,411,9.3464,500001
28,473,480,10.675,500001
16,221,208,10.5793,500001
19,432,409,12.2145,500001
25,553,561,10.7958,500001
24,709,696,7.8627,500001
29,269,275,8.248,498800
30,540,507,6.2182,380800
25,696,666,8.0727,455500
25,538,568,9.2298,500001
11,706,641,10.7326,500001
13,349,345,8.0158,420000
23,751,722,7.0102,500001
24,698,685,7.2986,500001
30,404,372,7.0813,485300
17,396,400,7.8528,368900
20,1048,1021,4.8836,396200
13,466,436,5.0081,288300
21,346,351,5.3167,416300
26,401,429,7.7643,474700
17,824,694,6.3131,436400
22,963,879,4.5721,351200
27,451,439,5.7528,431400
29,434,416,6.2045,393800
24,633,585,5.154,355100
26,270,262,6.075,417000
25,417,398,6.9238,345900
25,410,395,5.3508,409100
25,600,600,6.6818,411300
25,551,533,8.0837,380600
23,1078,1063,6.3702,332000
28,585,581,7.8383,372700
29,524,520,7.218,400700
19,859,784,3.375,275700
30,554,616,5.8521,326300
22,758,695,5.4842,335300
34,433,431,6.083,341400
35,384,378,5.9714,332500
26,301,297,6.7123,354600
32,328,322,6.359,341900
27,754,734,6.3923,348300
33,434,418,6.3197,340100
15,1059,982,5.6511,404800
34,731,689,4.7402,244500
26,241,236,6.6766,332700
32,613,603,4.6613,284000
33,918,861,4.7235,242200
25,584,571,7.3693,373600
23,671,641,7.4863,412300
16,410,410,5.1602,231200
30,151,156,6.448,360600
30,794,807,5.6932,338700
26,418,422,8.1078,365700
22,756,667,4.1473,354400
26,328,342,6.2475,350000
28,396,410,5.7881,344700
25,906,883,6.0577,451800
25,514,507,5.5388,352100
33,496,443,5.0785,289500
20,851,835,5.1674,333000
27,290,301,5.9158,343100
31,620,572,5.2108,351500
31,526,582,6.3052,344200
34,375,382,7.3753,388100
34,401,399,7.7865,423900
31,215,222,6.6087,416500
20,593,553,6.7578,451400
28,485,473,7.4729,431600
28,460,461,7.5372,432600
16,198,216,7.2779,292900
28,264,270,5.678,370100
25,287,283,7.7799,447300
17,278,287,4.0129,342400
23,725,680,3.16,225000
19,1036,986,3.6991,271500
35,256,262,5.6533,291400
